YOTA,MNTN,RENE,TGAA,PLAO,CLRC,RFAC,THCP,AITR,SVII,LATG,ATMV,GDST,ALCY,FORL,IPXX,TLGY,SKGR,DUET,ENV,FTEL,BMR,SEZL,INSG,SWIN,NVAC,IROH,CSLM,NOVV,DAVE,LUNR,DJT,IBIO,AQU,DRUG,ATER,MBRX,TECX,HOLO,IVCP,ESHA,MARX,CBRG,VMCA,AY
0,0.000880302,0,0,0,0,0,0,0,0,0.002162597,0,0,0,0,-0.001393436,0.002606406,0,0,0.000159692,-0.011578339,-0.020253205,-0.013531466,-0.066323606,0.077205896,0,0.003940883,0,0,-0.049928726,-0.083143458,0.089491505,0.067307745,0,-0.040983664,-0.010309268,0.032727242,-0.009803959,0.281138782,0,-0.001881511,0,0.001774579,0.003046114,-0.002269684
0,-0.003518027,-0.00087186,0,-0.000861264,0,0,0.002089695,0,0.005074349,0.000431602,0,0.006255644,0,-0.001818223,0,0,-0.000529333,0,-0.000479061,0.065351505,-0.036175677,-0.040330557,-0.015921631,-0.08532423,0,0.000981377,0,0,0.001001024,-0.05962733,0.005600507,0.045045002,0,-0.059829005,-0.031250052,-0.017605618,-0.075907567,0.086111164,0,0,0,0.00664303,0,0.000909939
0,0.00441308,0,0,0,0,0,-0.002843577,0.001431331,0.00088576,0,0.001796901,0,0,0,0.001860508,0,0.000882633,0,0,-0.064814861,-0.024128663,-0.008185276,0.008089675,0.246268594,0,-0.000980415,-0.013157862,0,0.008500004,-0.029062122,-0.021658381,-0.038793068,0,0.015454509,-0.025089582,-0.096774188,0.070714269,-0.120204608,0,0,0,0.004839446,0,-0.001818223
0,0.000878755,0,0,0.000862006,0,0,0.002851686,0.001429285,0,0,0.000896882,0,0.000919984,0.000728632,-0.000928526,0,0.001763625,0,0.000639094,0.034653433,-0.027472566,-0.084806241,-0.008642055,-0.002994009,0,0,0,0,-0.010411551,-0.027210859,0.022770376,0.013452902,0,-0.024171845,0.018382335,-0.023809501,-0.010006646,-0.232558122,0,0,0,0,0,-0.000455297
0.002712453,-0.005267815,0.00087262,0,0,0,-0.003558716,0,0,0,0.000862833,0.001792156,0,0,0.000182004,0.00185869,0,0,0,-0.000638686,0.022727338,0.042372909,0.045423955,0.026151936,-0.129129081,0,0.000981377,0,0,0.078907857,0.065734236,0.020408158,-0.030973422,0,0.06422012,0.018050524,-0.040650464,0.112533697,-0.060606091,0,0.000942529,0.002722299,0,0.000433849,-0.000455591
0.003065775,0.003530447,0,0,0,0,0,0,0.002854399,0.001769868,0,0,0,0.000919139,0,-0.001577013,0,0.001760604,0,0.000639094,-0.098830438,-0.059620603,0.055680679,0.007888415,0.04137927,0,0,0,0,-0.007894129,-0.034120703,0.114545418,0.21461188,0,-0.025862045,-0.021276576,0.063559365,-0.018473671,0.12903223,0,0,0,-0.002626947,-0.000433661,-0.000455799
0,0,0.000871776,0,-0.000861264,0,0,0,0,0,0.000862006,0,-0.00088812,0.000918207,0,0.001579504,0.00259963,0.000878755,0,-0.000479045,0.033744352,0.008645525,-0.008841445,0.05719439,-0.013245021,0,0.000980415,0,0,0.041422899,0.004076051,0.18542686,-0.003759395,-0.009009043,-0.044247746,0.02898548,-0.00398406,-0.014501676,-0.075000015,0,0,-0.001809996,0,-0.002169164,0.00182394
0,0.001671069,0,0,0,0,0,0,0.000948788,-0.001766741,0.000861346,-0.000894475,0,0.001192705,0,-0.000927577,0,0.002633866,0,0.000479275,-0.008788471,-0.00571428,-0.038818809,0.093394154,-0.006711403,0,0,0.001777818,0,-0.029662914,-0.036535857,-0.056421999,0.071698042,0,-0.024074094,0.010563371,0.019999981,-0.023794622,0.268339844,-0.000900025,0,0,0,0.002608672,0
0.000539421,0,0.0008711,0,0,0,0,0,-0.000947889,0,0,0,0,-0.001191285,0,0,0,-0.001751354,0,0.000159641,-0.021532625,-0.005747121,0.019841211,-0.019791722,-0.070945958,0,-0.001958909,0,0,-0.044928175,0.015449457,0.172581487,-0.077464801,0,0.015180296,-0.024390222,-0.04705878,-0.005772941,-0.124809764,-0.0072072,-0.001883192,-0.000906553,0.006145715,0,-0.000455177
0,0,0.000870342,-0.003552394,0,0,0.002678548,0,0,0.002654844,0,0,0,0,0.001091909,-0.000928526,-0.000864242,0.00131582,0,0.000478908,0.092556593,0.014450853,0.128090901,0.038257239,0.047272769,0,0,0,0,0.061590616,0.052558799,0.048092861,0.003816881,0,0.009345785,0.026785732,0.004115222,0.011612923,-0.066086976,0,0.001886746,0.005444597,-0.006108176,-0.001734562,0.000455384
0,0,0,0,0.000862006,0,0,0,0,0.00406006,0,0,0,0,0.000727175,0,0,0.00087606,0,0.001755236,-0.020142077,-0.014245001,0.044951331,-0.04196528,0.034722188,0,0.001668322,0,0,0.000685304,0.027595274,0.184731011,-0.011406923,0,1.305555473,0.064347806,-0.028688594,0.076211714,-0.011173174,0,0.001883282,-0.003610105,-0.001755966,0,0.000910353
0,-0.000790221,0,0,0.000861346,0,0,0,0,-0.004571031,0,0,0,0.000642199,0,0.00018586,0,0,0,-0.00127426,0.041716964,-0.037572287,0.068572671,-0.013888902,-0.046979901,0,0.000979742,0,0,0.046108203,0.033248049,-0.096494198,0.080769248,0,14.45783194,-0.022875796,-0.016877622,0.005333342,0.065913354,0,-0.000939871,0,0,0.002085158,-0.000454763
0,0,0,0,0,0,0,0,0,-0.000353291,0,0,0,-0.000641787,0,0,0,0.001312857,0,0.000797436,0.05281485,-0.009009001,0.012306242,0.063380289,-0.028168988,0,0,0,0,0.077460159,0.035891085,0.155210674,0.014234862,0,-0.251753755,0.003344478,0.038626676,0.043324527,-0.077738528,0,0,0.000905818,0,0.001387185,0.000454969
0,0,0,0.003565059,0,0,0,-0.000947889,0.000948788,0,0,0.000895276,0,0.000917452,0,0.000278783,0,-8.74E-05,0,-0.000478068,-0.013230418,-0.0030303,0.076828434,0.00254718,0.005434821,0,0,0,0,-0.13345484,-0.002389427,-0.043506097,0,0,-0.246527731,-0.013333321,-0.024793463,0.014971716,-0.107279687,0.00362976,0.000940755,0,0,0,-0.000454763
0,0,0.000869585,0,0,0,0,0.005597724,0.000947889,0.000883412,0.003012035,0,0,0,0,0.001857827,0,0.000262283,0,0.000159412,0.022346348,0.003039511,0.030303054,-0.018800855,0.012612557,0,-0.00068513,0,0,-0.003739188,-0.013173725,-0.010702331,0.007017537,0,1.175575918,-0.016891876,0.095339048,0.04091292,-0.00214587,0,0.000939781,0,0,0,0.000909939
0,0,0,0,0,0,0,9.44E-05,-0.000946991,0.001765265,0,0,0,0,0,-0.000463617,0,-8.74E-05,0,0.000318834,0.224590207,-0.018181801,-0.141691078,0.018643222,0.032028525,0,0.001958815,0,0,0.026976253,-0.027912567,0.058147374,0.076655065,0,0.017157411,0.003436423,0.032882026,-0.013368983,-0.038709742,0,-0.000938899,0,0,0,-0.001363668
0,0,0.000434415,0,0,0,0,0,0,0.000440455,0.00042901,0.00089439,0,0,0,0,0,0.000786629,0,0.000637465,-0.047746528,-0.015432084,-0.006770713,-0.007625807,0.017241362,0,0,0,0,-0.021699337,0.071161009,0.098722052,-0.064724859,0,-0.01759686,0.010273963,-0.044943865,-0.015989163,-0.029082694,0,0,0,0,-0.000779206,0
0,0.001054489,0,0,0,0,0,0,0.000947889,0.001321034,0,0,0,0,0,0,0.001730061,0.000873382,0,0,-0.010309246,-0.012539173,-0.010407452,-0.013319684,-0.054237316,0,0,0,0,-0.059537776,-0.059440587,0.044198909,-0.055363349,0,-0.003709576,-0.057627144,0,-0.049573203,-0.043778813,0,0.000939781,0,0.001759055,0,0.00136553
0,-0.001053378,0.000434226,0,0,0,0,0,0,0.000879528,0,0.000893676,0,0,0,0,0,-0.00087262,0,-0.001433352,0.054924233,-0.0031746,0.097386572,0.024922094,-0.012903231,0,0,0,0,-0.00993043,-0.018587314,-0.026733475,0.025641001,0,0.053191489,-0.023381316,-0.003921565,0.05476683,-0.084337382,0,0.000938989,0,0,-0.003552583,-0.002272693
0,0,0.002604143,0,-0.000860605,0,0,0,0,-0.000878755,0,0,0,-0.000916611,0,0,0,0,0,0.000797436,0.443895744,0.047770653,0.020460991,-0.005065876,-0.005083493,0,0.00097754,0,0,-0.028585741,0.008838345,0.114449211,0.017857126,0,-0.011313159,-0.012891289,0.013779562,0.064285716,-0.059210502,0,-0.001876126,0,0,0.000869585,0.000455504
0.005390788,0,0,0,0,0,0,0,0,0.000879528,0,0,0,0,0,-0.000278229,0,0.000786011,0,-0.000637465,-0.026422086,0.033434691,0.03737787,0.010183339,0.010948895,0,-0.001464784,0,0,0.013680918,0.028786045,0.215917835,0.007017537,0,-0.026563124,0.00373134,0.017475665,0.018585374,-0.057342702,0,0.001879653,0,0,0,-0.000455297
0,0.001757426,-0.00043291,0,0,0,0,0,-0.002840974,0.00439369,0,0,0,0,0,-0.000185655,0,-0.001221742,0,0.001116245,0.147509546,-0.029411806,-0.020369365,-0.094758118,0.003610105,0,0,0.001774579,0,-0.002037225,0.01216538,0.08762664,-0.024390222,0,-0.05499578,0.018587342,0,0.038520033,-0.008902069,0,0,0.00180991,0,-0.00086883,0.000911096
0,0,0.000433098,0,0,0,0,0,0.000949689,0,0,0.000892878,0,0,0,0.000928096,0,0.000524292,0,-0.00031858,-0.053700623,-0.016666687,0.061084934,-0.01726055,-0.039568308,0,0.00244495,0,0,0.018372065,-0.055288411,-0.222869344,-0.017857126,0,0.052643245,0.018248158,-0.030534323,0.001952216,-0.146706593,0,-0.000938108,-0.000903277,0,0,0.002275883
