DRUG,ATER,MBRX,TECX,HOLO,AITR,ALCY,AQU,ATMV,AY,CBRG,CLRC,CSLM,DUET,ENV,ESHA,FORL,GDST,IPXX,IROH,IVCP,LATG,MARX,MNTN,NVAC,PLAO,RENE,RFAC,SKGR,SVII,TGAA,THCP,TLGY,VMCA,YOTA
-0.027450955,-0.024615361,-0.008230445,0.026681465,-0.016736485,-0.000954129,0,0,0,-0.003191961,0,0,0,0,-0.000638727,0,0,0,0.00084032,-0.000395072,0.000905818,0,0,0.002657195,-0.026666641,0,0,-0.001779315,0,0,0,0,0,0,0
0.040322542,0.003154571,-0.029045713,0.00974555,-0.068085044,0.000955041,0.001843272,0,0,0.000457467,0,0,0,0,0.001118563,0,0,0,0.000746373,0.000494082,0,0,0,0,0,0.001727155,0,0,0.001332095,0.000267474,0,0,0.001740684,0,0
-0.031007723,0.009433953,0.055555606,0.018766777,-0.077625604,0,0,0,0,0.002286202,-0.00088812,0,0.00177309,0,-0.002394278,-0.002843577,0,0,-0.00111868,-0.00079016,0,0,-0.002727248,-0.001766741,0.001712286,-0.001724177,0.000437455,0.001782487,0.000443469,0.000891201,0,0,-0.00086883,0,0
-0.004800034,0.009345785,-0.004048579,0.042105223,0.148514829,0.00047711,0,0,0,-0.001368644,0.004444461,0,0.00353982,0,0.002559998,0,0,0,0,0.002273472,0,0,0.002734707,0,0,0.001727155,0.000437181,0,-8.86E-05,0,0,0,0.000869585,0,0
0.000803896,0.015432084,-0.036585427,0.014141449,0.056034534,-0.000476883,0,0,0,0.003654633,-0.004424796,0,0.004409188,0,0.001276761,0,0,0,0.000933292,0,0,0,0,0,0,-0.001724177,0,0,-0.0003547,0,0,0,0,0,0.000904094
-0.04257026,-0.0638298,0.143459987,0.041832677,-0.05306127,0,-0.000643971,0,0,0.002275883,0.000888909,0,0,0,-0.00207206,0.003802278,0,-0.002673858,0,0.000986122,0,0,0.001818223,0.002212356,0,0,0,0,-0.001330323,0,0,0.002859932,0,0,0
0.006711423,-0.009740251,-0.007380067,0.158699794,-0.008620682,0,0.000184098,0.009090944,0,-0.000908286,0,0,0,0,-0.002236055,9.46E-05,0,0,0.000466122,0.000985244,0,0,0,0.002207556,0,0.001727155,0.000874146,0,0.001243334,0.000890492,0,0,0,0.003046114,0
-0.012500087,-0.029508169,-0.104089206,0.212871283,0.047826146,0,0.001104472,0,0,0.001363668,0,0,-0.004389832,0,0.000320161,0.003692881,0,0,0,-0.000984275,0.005429816,0,0,0,0,0.000862006,0.000873382,0,0.004967159,0,0,0,0,-0.003036863,-0.000903277
0.012658317,-0.011824353,0.01244812,-0.027891146,0.195020752,0,-0.000643557,0,0,-0.000907874,0,0,0.005290958,0,0.000640056,0.000943328,0,0,0.000931988,0,0,0.004347843,0,0,0,0,0,0,0.000882633,-0.000622773,0,-0.000950592,0,0,0
0.01666665,-0.00512816,0.127049154,0.070678813,-0.024305614,0,0,0,0,0.000908699,0.00088812,0.004329021,0,0,0.001279415,0.001885057,0,0,0.0023278,0,0,0.000865821,0,0.000880993,0,0,0.00087262,0,-0.000352708,0,0,0.001712621,0,0,0
-0.040983664,-0.010309268,0.032727242,-0.009803959,0.281138782,0,0,0,0,-0.002269684,0.001774579,0,0,0,0.000159692,-0.001881511,0,0,-0.001393436,0.003940883,0,0.002162597,0,0.000880302,0,0,0,0,0,0,0,0,0.002606406,0.003046114,0
-0.059829005,-0.031250052,-0.017605618,-0.075907567,0.086111164,0,0,0,0,0.000909939,0.00664303,0,0,0,-0.000479061,0,-0.001818223,0.006255644,0,0.000981377,0,0.000431602,0,-0.003518027,0,-0.000861264,-0.00087186,0,-0.000529333,0.005074349,0,0.002089695,0,0,0
0.015454509,-0.025089582,-0.096774188,0.070714269,-0.120204608,0.001431331,0,0,0.001796901,-0.001818223,0.004839446,0,-0.013157862,0,0,0,0,0,0.001860508,-0.000980415,0,0,0,0.00441308,0,0,0,0,0.000882633,0.00088576,0,-0.002843577,0,0,0
-0.024171845,0.018382335,-0.023809501,-0.010006646,-0.232558122,0.001429285,0.000919984,0,0.000896882,-0.000455297,0,0,0,0,0.000639094,0,0.000728632,0,-0.000928526,0,0,0,0,0.000878755,0,0.000862006,0,0,0.001763625,0,0,0.002851686,0,0,0
0.06422012,0.018050524,-0.040650464,0.112533697,-0.060606091,0,0,0,0.001792156,-0.000455591,0,0,0,0,-0.000638686,0.000942529,0.000182004,0,0.00185869,0.000981377,0,0.000862833,0.002722299,-0.005267815,0,0,0.00087262,-0.003558716,0,0,0,0,0,0.000433849,0.002712453
-0.025862045,-0.021276576,0.063559365,-0.018473671,0.12903223,0.002854399,0.000919139,0,0,-0.000455799,-0.002626947,0,0,0,0.000639094,0,0,0,-0.001577013,0,0,0,0,0.003530447,0,0,0,0,0.001760604,0.001769868,0,0,0,-0.000433661,0.003065775
-0.044247746,0.02898548,-0.00398406,-0.014501676,-0.075000015,0,0.000918207,-0.009009043,0,0.00182394,0,0,0,0,-0.000479045,0,0,-0.00088812,0.001579504,0.000980415,0,0.000862006,-0.001809996,0,0,-0.000861264,0.000871776,0,0.000878755,0,0,0,0.00259963,-0.002169164,0
-0.024074094,0.010563371,0.019999981,-0.023794622,0.268339844,0.000948788,0.001192705,0,-0.000894475,0,0,0,0.001777818,0,0.000479275,0,0,0,-0.000927577,0,-0.000900025,0.000861346,0,0.001671069,0,0,0,0,0.002633866,-0.001766741,0,0,0,0.002608672,0
0.015180296,-0.024390222,-0.04705878,-0.005772941,-0.124809764,-0.000947889,-0.001191285,0,0,-0.000455177,0.006145715,0,0,0,0.000159641,-0.001883192,0,0,0,-0.001958909,-0.0072072,0,-0.000906553,0,0,0,0.0008711,0,-0.001751354,0,0,0,0,0,0.000539421
0.009345785,0.026785732,0.004115222,0.011612923,-0.066086976,0,0,0,0,0.000455384,-0.006108176,0,0,0,0.000478908,0.001886746,0.001091909,0,-0.000928526,0,0,0,0.005444597,0,0,0,0.000870342,0.002678548,0.00131582,0.002654844,-0.003552394,0,-0.000864242,-0.001734562,0
1.305555473,0.064347806,-0.028688594,0.076211714,-0.011173174,0,0,0,0,0.000910353,-0.001755966,0,0,0,0.001755236,0.001883282,0.000727175,0,0,0.001668322,0,0,-0.003610105,0,0,0.000862006,0,0,0.00087606,0.00406006,0,0,0,0,0
14.45783194,-0.022875796,-0.016877622,0.005333342,0.065913354,0,0.000642199,0,0,-0.000454763,0,0,0,0,-0.00127426,-0.000939871,0,0,0.00018586,0.000979742,0,0,0,-0.000790221,0,0.000861346,0,0,0,-0.004571031,0,0,0,0.002085158,0
-0.251753755,0.003344478,0.038626676,0.043324527,-0.077738528,0,-0.000641787,0,0,0.000454969,0,0,0,0,0.000797436,0,0,0,0,0,0,0,0.000905818,0,0,0,0,0,0.001312857,-0.000353291,0,0,0,0.001387185,0
-0.246527731,-0.013333321,-0.024793463,0.014971716,-0.107279687,0.000948788,0.000917452,0,0.000895276,-0.000454763,0,0,0,0,-0.000478068,0.000940755,0,0,0.000278783,0,0.00362976,0,0,0,0,0,0,0,-8.74E-05,0,0.003565059,-0.000947889,0,0,0
1.175575918,-0.016891876,0.095339048,0.04091292,-0.00214587,0.000947889,0,0,0,0.000909939,0,0,0,0,0.000159412,0.000939781,0,0,0.001857827,-0.00068513,0,0.003012035,0,0,0,0,0.000869585,0,0.000262283,0.000883412,0,0.005597724,0,0,0
0.017157411,0.003436423,0.032882026,-0.013368983,-0.038709742,-0.000946991,0,0,0,-0.001363668,0,0,0,0,0.000318834,-0.000938899,0,0,-0.000463617,0.001958815,0,0,0,0,0,0,0,0,-8.74E-05,0.001765265,0,9.44E-05,0,0,0
-0.01759686,0.010273963,-0.044943865,-0.015989163,-0.029082694,0,0,0,0.00089439,0,0,0,0,0,0.000637465,0,0,0,0,0,0,0.00042901,0,0,0,0,0.000434415,0,0.000786629,0.000440455,0,0,0,-0.000779206,0
-0.003709576,-0.057627144,0,-0.049573203,-0.043778813,0.000947889,0,0,0,0.00136553,0.001759055,0,0,0,0,0.000939781,0,0,0,0,0,0,0,0.001054489,0,0,0,0,0.000873382,0.001321034,0,0,0.001730061,0,0
0.053191489,-0.023381316,-0.003921565,0.05476683,-0.084337382,0,0,0,0.000893676,-0.002272693,0,0,0,0,-0.001433352,0.000938989,0,0,0,0,0,0,0,-0.001053378,0,0,0.000434226,0,-0.00087262,0.000879528,0,0,0,-0.003552583,0
-0.011313159,-0.012891289,0.013779562,0.064285716,-0.059210502,0,-0.000916611,0,0,0.000455504,0,0,0,0,0.000797436,-0.001876126,0,0,0,0.00097754,0,0,0,0,0,-0.000860605,0.002604143,0,0,-0.000878755,0,0,0,0.000869585,0
-0.026563124,0.00373134,0.017475665,0.018585374,-0.057342702,0,0,0,0,-0.000455297,0,0,0,0,-0.000637465,0.001879653,0,0,-0.000278229,-0.001464784,0,0,0,0,0,0,0,0,0.000786011,0.000879528,0,0,0,0,0.005390788
-0.05499578,0.018587342,0,0.038520033,-0.008902069,-0.002840974,0,0,0,0.000911096,0,0,0.001774579,0,0.001116245,0,0,0,-0.000185655,0,0,0,0.00180991,0.001757426,0,0,-0.00043291,0,-0.001221742,0.00439369,0,0,0,-0.00086883,0
0.052643245,0.018248158,-0.030534323,0.001952216,-0.146706593,0.000949689,0,0,0.000892878,0.002275883,0,0,0,0,-0.00031858,-0.000938108,0,0,0.000928096,0.00244495,0,0,-0.000903277,0,0,0,0.000433098,0,0.000524292,0,0,0,0,0,0
